text-small,attach-card href,f-m-20,f-m-20 2,d-iblock href,d-iblock,d-iblock href 2,d-iblock 2,d-iblock href 3,d-iblock 3,d-iblock href 4,d-iblock 4,d-iblock href 5,d-iblock 5
"30 Okt 2025
					15:36:38",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220155319-58034-0/FinancialStatement-2025-III-PTBA.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],PTBA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220155319-58034-0/Checklist%20Pengungkapan%20TW%203%20Tahun%202025_Final-1.pdf,Checklist Pengungkapan TW 3 Tahun 2025_Final-1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220155319-58034-0/FinancialStatement-2025-III-PTBA.xlsx,FinancialStatement-2025-III-PTBA.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220155319-58034-0/FS%20PTBA%20Triwulan%20III%202025.pdf,FS PTBA Triwulan III 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220155319-58034-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220155319-58034-0/instance.zip,instance.zip
"30 Okt 2025
					15:42:13",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6c08c9c783_dc1b525ab6.pdf,"Kinerja Operasional Terjaga, Bukit Asam (PTBA) Bukukan Laba Rp1,4 Triliun sampai dengan 30 September 2025 []",PTBA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/9560052e95_de1343bf33.pdf,20251030_PTBA_Laporan Informasi dan Fakta Material_31980834_lamp1.pdf,,,,,,,,
"10 Okt 2025
					02:37:10",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5226098a4d_3f36b1951f.pdf,Laporan Bulanan Registrasi Pemegang Efek [],SCMA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/449874973f_d8d3ffde20.pdf,20251010_SCMA_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31966483_lamp1.pdf,,,,,,,,
"31 Okt 2025
					16:54:12",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220161053-58049-0/FinancialStatement-2025-III-SCMA.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],SCMA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220161053-58049-0/FinancialStatement-2025-III-SCMA.xlsx,FinancialStatement-2025-III-SCMA.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220161053-58049-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220161053-58049-0/instance.zip,instance.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220161053-58049-0/SCMA%20-%20LapKeu%20Sep%202025.pdf,SCMA - LapKeu Sep 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220161053-58049-0/SPD_SCMA_September%202025_Signed.pdf,SPD_SCMA_September 2025_Signed.pdf
"01 Okt 2025
					17:53:51",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c7337d84f7_5fb9cfb63c.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7c338f737e_b69184776e.pdf,20251001_Semua Emiten Saham_Pengumuman Bursa_31953508_lamp1.pdf,,,,,,,,
"02 Okt 2025
					18:31:44",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d7bbc89a1c_c0b6ec4dc5.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/46153c1a91_5c6e89c398.pdf,20251002_Semua Emiten Saham_Pengumuman Bursa_31953818_lamp1.pdf,,,,,,,,
"03 Okt 2025
					17:30:14",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/b015e53a45_6d5ea75d58.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e9c05df5c9_029c301b28.pdf,20251003_Semua Emiten Saham_Pengumuman Bursa_31954287_lamp1.pdf,,,,,,,,
"06 Okt 2025
					15:37:44",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e215ac59dd_a7d514b478.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0888a9f233_1440d1635c.pdf,20251006_Semua Emiten Saham_Pengumuman Bursa_31964601_lamp1.pdf,,,,,,,,
"06 Okt 2025
					15:38:55",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e215ac59dd_a7d514b478.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/0888a9f233_1440d1635c.pdf,20251006_Semua Emiten Saham_Pengumuman Bursa_31964601_lamp1.pdf,,,,,,,,
"08 Okt 2025
					08:46:59",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/597e8122bd_462e031a2f.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/67c3f1294e_1aedd711e7.pdf,20251007_Semua Emiten Saham_Pengumuman Bursa_31965175_lamp1.pdf,,,,,,,,
"08 Okt 2025
					15:10:16",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/51517912ed_248b3930d4.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6358e98d1a_8de298582e.pdf,20251008_Semua Emiten Saham_Pengumuman Bursa_31965742_lamp1.pdf,,,,,,,,
"09 Okt 2025
					14:16:56",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4d31d26ae2_7ccc67c166.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a40d4261ee_5c8b9a898e.pdf,20251009_Semua Emiten Saham_Pengumuman Bursa_31966156_lamp1.pdf,,,,,,,,
"10 Okt 2025
					15:43:40",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/86bb2d463e_5bafccb500.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6ee447565d_3c05c28b29.pdf,20251010_Semua Emiten Saham_Pengumuman Bursa_31966611_lamp1.pdf,,,,,,,,
"13 Okt 2025
					17:22:00",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c8fe773c8c_955806fcf1.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7d20a61ce9_7cf3f007fb.pdf,20251013_Semua Emiten Saham_Pengumuman Bursa_31966984_lamp1.pdf,,,,,,,,
"14 Okt 2025
					14:27:25",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c9b0f56d54_2c976d9bc0.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d509c9f046_43661ff476.pdf,20251014_Semua Emiten Saham_Pengumuman Bursa_31967252_lamp1.pdf,,,,,,,,
"15 Okt 2025
					15:42:58",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/300fbeb3ed_f5feadde5f.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/3e2836f5b0_3be2c599a3.pdf,20251015_Semua Emiten Saham_Pengumuman Bursa_31967576_lamp1.pdf,,,,,,,,
"16 Okt 2025
					16:15:44",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/089a570949_d2d36f54ec.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/bcf57838b9_02b5e44844.pdf,20251016_Semua Emiten Saham_Pengumuman Bursa_31967827_lamp1.pdf,,,,,,,,
"20 Okt 2025
					17:42:30",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e527d839f5_9874051a6e.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/94d4cebbba_dbb595afa9.pdf,20251017_Semua Emiten Saham_Pengumuman Bursa_31968090_lamp1.pdf,,,,,,,,
"20 Okt 2025
					19:18:33",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c2d560d6de_1b2d91536e.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/231a518f75_799ec8671e.pdf,20251020_Semua Emiten Saham_Pengumuman Bursa_31978421_lamp1.pdf,,,,,,,,
"21 Okt 2025
					16:31:07",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/3076f9aeb0_8da6559ad5.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/99422205fb_711ab122e2.pdf,20251021_Semua Emiten Saham_Pengumuman Bursa_31978675_lamp1.pdf,,,,,,,,
"22 Okt 2025
					17:50:58",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6240b757ca_fe84d5428c.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/10c5453eb6_ef05479bf7.pdf,20251022_Semua Emiten Saham_Pengumuman Bursa_31978975_lamp1.pdf,,,,,,,,
"23 Okt 2025
					16:52:01",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7f99f3fd4c_29a22897e9.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a270d26a36_62d1f9ebeb.pdf,20251023_Semua Emiten Saham_Pengumuman Bursa_31979251_lamp1.pdf,,,,,,,,
"24 Okt 2025
					17:27:37",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/4726669f75_6d9000b896.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/8c33bf1cc0_0fe7d47d96.pdf,20251024_Semua Emiten Saham_Pengumuman Bursa_31979513_lamp1.pdf,,,,,,,,
"27 Okt 2025
					19:29:22",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a62e144591_d7423c933b.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5368fb049f_3aa6eb19bc.pdf,20251027_Semua Emiten Saham_Pengumuman Bursa_31979766_lamp1.pdf,,,,,,,,
"28 Okt 2025
					18:00:02",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f939fd5c81_d47276f93e.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/de01d5e0c2_855de3216a.pdf,20251028_Semua Emiten Saham_Pengumuman Bursa_31980046_lamp1.pdf,,,,,,,,
"29 Okt 2025
					15:33:21",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/13b5dd303c_86dd2c6382.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/fa9650912e_b67111bfd1.pdf,20251029_Semua Emiten Saham_Pengumuman Bursa_31980370_lamp1.pdf,,,,,,,,
"30 Okt 2025
					18:25:28",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/609d00fc33_95d0c6694a.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/8024ea42bf_33fcfbbf93.pdf,20251030_Semua Emiten Saham_Pengumuman Bursa_31980728_lamp1.pdf,,,,,,,,
"31 Okt 2025
					17:18:30",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/fe1a10aa7f_20486a8b63.pdf,Pemegang Saham di atas 5% (KSEI) [],Semua Emiten Saham,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ab46b77e37_b30ed7e382.pdf,20251031_Semua Emiten Saham_Pengumuman Bursa_31981108_lamp1.pdf,,,,,,,,
"07 Okt 2025
					11:55:22",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/8f5f5117a2_edea80c545.pdf,Laporan Bulanan Registrasi Pemegang Efek [],SMGR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/cc8101cd1a_771d12376a.pdf,20251007_SMGR_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965112_lamp1.pdf,,,,,,,,
"20 Okt 2025
					13:52:37",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7fd9e6ad0b_026a4ace91.pdf,Laporan Penyampaian Kesiapan Dana untuk Pembayaran Obligasi Berkelanjutan II Tahap I 2022 Seri A [],SMGR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/3cc671fbfd_e4232ce9b1.pdf,20251020_SMGR_Laporan Informasi dan Fakta Material_31978437_lamp1.pdf,,,,,,,,
"23 Okt 2025
					00:09:47",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/67393db368_3875da5c71.pdf,Perubahan Komite Audit [],SMGR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d091ccdc52_70ba48315a.pdf,20251022_SMGR_Perubahan Corsec Komite Audit Alamat NPWP Internal Audit_31979112_lamp1.pdf,,,,,,,,
"23 Okt 2025
					16:36:53",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/9b069e4f96_cfe04ae7d9.pdf,Perubahan Komite Audit (KOREKSI) [],SMGR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/1ab9e8852d_1e28df1fe4.pdf,20251023_SMGR_Perubahan Corsec Komite Audit Alamat NPWP Internal Audit_31979301_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/41450ce632_8d5d3fc604.pdf,20251023_SMGR_Perubahan Corsec Komite Audit Alamat NPWP Internal Audit_31979301_lamp1.pdf,,,,,,
"31 Okt 2025
					19:03:33",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220153542-57823-0/FinancialStatement-2025-III-SMGR.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],SMGR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220153542-57823-0/FinancialStatement-2025-III-SMGR.xlsx,FinancialStatement-2025-III-SMGR.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220153542-57823-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220153542-57823-0/instance.zip,instance.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220153542-57823-0/PT%20SEMEN%20INDONESIA%20Q3%202025.pdf,PT SEMEN INDONESIA Q3 2025.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220153542-57823-0/SMGR_Surat%20Pengantar%20LK%20Q3%202025.pdf,SMGR_Surat Pengantar LK Q3 2025.pdf
"02 Okt 2025
					13:24:52",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a75dfee67a_872f256194.pdf,Laporan Transaksi Afiliasi [],SMRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ccd2ea5822_f91ac74a98.pdf,20251002_SMRA_Laporan Informasi dan Fakta Material_31953769_lamp1.pdf,,,,,,,,
"07 Okt 2025
					16:30:22",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d76545e55d_8b79323894.pdf,Laporan Bulanan Registrasi Pemegang Efek [],SMRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/ef1a53b184_5561dc5006.pdf,20251006_SMRA_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965038_lamp1.pdf,,,,,,,,
"21 Okt 2025
					13:31:37",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/8c0fbf287c_31df315332.pdf,Laporan Transaksi Afiliasi  [],SMRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5de9962eb8_cfa0cef3dd.pdf,20251021_SMRA_Laporan Informasi dan Fakta Material_31978620_lamp1.pdf,,,,,,,,
"31 Okt 2025
					12:54:45",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/2a91772c36_9dcbceeaf4.pdf,Rencana Penyampaian Laporan Keuangan Kuartal III 2025 Ditelaah secara terbatas [],SMRA,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c42d819f07_e024394c0e.pdf,20251031_SMRA_Rencana Penyampaian Laporan Keuangan_31980998_lamp1.pdf,,,,,,,,
"09 Okt 2025
					08:57:23",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/d59b81df0e_c7afcfb327.pdf,Laporan Bulanan Registrasi Pemegang Efek [],TLKM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/8fabf4b45d_d841455dae.pdf,20251008_TLKM_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31965818_lamp1.pdf,,,,,,,,
"21 Okt 2025
					07:30:46",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/30ca46c277_54b94bb6bb.pdf,Penandatanganan Perjanjian Pemisahan Bersyarat dengan PT Telkom Infrastruktur Indonesia [],TLKM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/6c3e0e14ba_d699a12838.pdf,20251020_TLKM_Laporan Informasi dan Fakta Material_31978572_lamp2.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/a0526264c8_1790d795f3.pdf,20251020_TLKM_Laporan Informasi dan Fakta Material_31978572_lamp1.pdf,,,,,,
"21 Okt 2025
					15:41:26",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/c1961b6912_f3ef2f250b.pdf,Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],TLKM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/02e026a291_2d30bdde72.pdf,20251021_TLKM_Pengumuman RUPS_31978673_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/eefa635d75_766a6c5321.pdf,20251021_TLKM_Pengumuman RUPS_31978673_lamp2.pdf,,,,,,
"21 Okt 2025
					15:51:02",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/5e5307642d_a2ae8096fa.pdf,Transaksi Material Tanpa Persetujuan RUPS [],TLKM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7095d713e5_c5453acb57.pdf,20251021_TLKM_Transaksi Material Tanpa Persetujuan RUPS_31978720_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/7ea35e44f0_6084bbb1ff.pdf,20251021_TLKM_Transaksi Material Tanpa Persetujuan RUPS_31978720_lamp2.pdf,,,,,,
"21 Okt 2025
					19:09:57",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/03369212ba_2b5811a1a5.pdf,Penyampaian Materi pada Acara Indonesia Day 2025 [],TLKM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/35e43ffa9f_5b596b0a29.pdf,20251021_TLKM_Laporan Informasi dan Fakta Material_31978725_lamp1.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/e0c5ad1afc_7c214e335a.pdf,20251021_TLKM_Laporan Informasi dan Fakta Material_31978725_lamp2.pdf,,,,,,
"30 Okt 2025
					20:20:21",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220141849-57687-0/FinancialStatement-2025-III-TLKM.pdf,Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [],TLKM,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220141849-57687-0/FinancialStatement-2025-III-TLKM.xlsx,FinancialStatement-2025-III-TLKM.xlsx,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220141849-57687-0/FS%20Telkom%20Triwulan%20III%202025_Bahasa%20rilis.pdf,FS Telkom Triwulan III 2025_Bahasa rilis.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220141849-57687-0/FS%20Telkom%20Triwulan%20III%202025_Eng%20release.pdf,FS Telkom Triwulan III 2025_Eng release.pdf,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220141849-57687-0/inlineXBRL.zip,inlineXBRL.zip,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202502/20260220141849-57687-0/instance.zip,instance.zip
"06 Okt 2025
					10:59:09",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/f764f2734a_b975c373b8.pdf,Laporan Bulanan Registrasi Pemegang Efek [],TOWR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/aa8557381f_a49d0ffde0.pdf,20251006_TOWR_Laporan Bulanan Registrasi Pemegang Efek/Perubahan Struktur Pemegang Saham_31964615_lamp1.pdf,,,,,,,,
"10 Okt 2025
					17:41:04",https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/29f86246b2_e97fd94059.pdf,Penandatanganan Perubahan Perjanjian Kredit dan Perubahan Perjanjian Transaksi Valuta Asing antara Protelindo dan Iforte sebagai Peminjam dengan PT Bank Maybank Indonesia Tbk [],TOWR,https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202510/59672bb6d6_efe864514c.pdf,20251010_TOWR_Laporan Informasi dan Fakta Material_31966662_lamp1.pdf,,,,,,,,
